Job Title;Job Description;Job Payment;Job Link
Python Django-React Developer;I will provide concrete explanations once hired of exactly what I want.You must be available to start imediatlyYou are looking for long term work.Price for the first task is 5$.I have a an applic;Est. budget: $5.00;https://www.upwork.com/freelance-jobs/apply/span-class-highlight-Python-span-Django-React-Developer_~021834270189443273301
Work from home Back-End Developer;We are currently looking for a Back-End Developer to strengthen our digital infrastructure. If you have strong skills in developing server-side applications and thrive in a fast-paced retail environme;Hourly;https://www.upwork.com/freelance-jobs/apply/Work-from-home-Back-End-Developer_~021834267178400514811
PHL Laravel Support - Existing app;Existing Mobile Apphttps://play.google.com/store/apps/details?id=com.matchmde&hl=en_SGhttps://apps.apple.com/sg/app/matchmde-ai-dating-real-people/id1467719153Scope:1. Debugging and fixing issu;Est. budget: $300.00;https://www.upwork.com/freelance-jobs/apply/PHL-Laravel-Support-Existing-app_~021834236432452145336
Please help me to improve my Telegram game bot 🎮;"Hello. Thanks for stopping by!I've created a Telegram bot game called ""MindWarriorGame"" (still debating with myself if that's the right name.) Now I need help with the ideas and text copies how to m";Est. budget: $100.00;https://www.upwork.com/freelance-jobs/apply/Please-help-improve-Telegram-game-bot_~021834231962467819279
"Transferring the video taken from ESP32Cam to the screen arduino
";"I want to wirelessly transfer the camera data I received from the Esp32cam module to a processor and transfer it to the screen from there. The main points I want to mention here are;1.The image shoul";Est. budget: $100.00;https://www.upwork.com/freelance-jobs/apply/Transferring-the-video-taken-from-ESP32Cam-the-screen-arduino_~021834226676602896020
Full Stack Developer Needed;IF YOUR LOOKING FOR A 5* REVIEW TO BOOST YOUR UPWORK PROFILE PLEASE APPLY HEREI am looking to make a python script that can change my mp3 voice overs voices to many different voicesmaybe like diff;Est. budget: $20.00;https://www.upwork.com/freelance-jobs/apply/Full-Stack-Developer-Needed_~021834226014396353880
Bypass a specific API-Point of wizzair.com;Hi, I need a scraper which fetches the fare Data from wizzair.com. If this Project will be successfull I have a lot of other Projects will be available for you.Please tell me approx. when you have;Est. budget: $50.00;https://www.upwork.com/freelance-jobs/apply/Bypass-specific-API-Point-wizzair-com_~021834212171245456989
We need the services of a Back-End Developer;We are looking for a Back-End Developer to join our dynamic team. The ideal candidate should have experience in developing robust server-side applications and APIs that power our e-commerce and retail;Hourly;https://www.upwork.com/freelance-jobs/apply/need-the-services-Back-End-Developer_~021834198155048908872
Review tutorial of game. Can you build or market?;Go here. Play MONOPOLY GO! with me! Download it here: https://mply.io/0GgtAOCUYwsCreate account and view the opening tutorial of the game. Can you build something like this or create a guide? Are yo;Est. budget: $100.00;https://www.upwork.com/freelance-jobs/apply/Review-tutorial-game-Can-you-build-market_~021834192898491283528
Data Analysis Expert Needed;We are seeking a skilled and experienced data analyst to join our team. As a data analyst, you will be responsible for collecting, organizing, and analyzing large datasets to uncover insights and supp;Hourly: $17.00 - $50.00 ;https://www.upwork.com/freelance-jobs/apply/Data-Analysis-Expert-Needed_~021834188684395937428
Forex factory scrapper;We are looking for a web scraping expert.We need python scripts which scrapes news events from the news calendar at www.forexfactory.com.You can set the dates for the news events you want and data i;Est. budget: $50.00;https://www.upwork.com/freelance-jobs/apply/Forex-factory-scrapper_~021834161538337194529
Yahoo finance script changes - Python;Hi,I had a working yahoo script that was giving me data but it stopped working 2 days back,Need to change the API and make few changes.It is only few lines of script written in python;Hourly;https://www.upwork.com/freelance-jobs/apply/Yahoo-finance-script-changes-span-class-highlight-Python-span_~021834135631897300312
Scrape a webpage for information;Hi,We are looking to scrape a website for information and have it into an excel sheet.The website is this:https://www.mef.no/om-mef/vare-medlemmer/Are you able to do so and what is the cost for ;Hourly: $5.00 - $10.00 ;https://www.upwork.com/freelance-jobs/apply/Scrape-webpage-for-information_~021834114197729038520
Custom Automation Tool for Download related task;I'm looking for a software solution that can automate the download of videos from specific websites and the installation of Adobe Photoshop, Adobe Premiere Pro, and Adobe After Effects on IOS, Android;Est. budget: $100.00;https://www.upwork.com/freelance-jobs/apply/Custom-Automation-Tool-for-Download-related-task_~021834112455325290077
Looking for Quants,  Developers and ongoing Traders;Join IU Capital and Elevate Your Trading Career!Are you a freelancer or trader looking to enhance your skills and access proven strategies? At IU Capital, we're offering a unique opportunity for y;Hourly;https://www.upwork.com/freelance-jobs/apply/Looking-for-Quants-Developers-and-ongoing-Traders_~021834102268471553900
Experienced Developer for AI Chatbot Automation;We need a developer to create a browser automation script that integrates multiple AI tools (Notion, Suno AI, Google Gemini, ChatGPT, Claude, Perplexity). The script should:•	Extract data from a Noti;Hourly: $20.00 - $35.00 ;https://www.upwork.com/freelance-jobs/apply/Experienced-Developer-for-Chatbot-Automation_~021834015935567869640
Virtual Assistant/Project Management Intern (Entry Level);Are you interested in becoming a Virtual Assistant (VA) or Project Manager but don’t have the experience yet? Looking for a hands-on opportunity to learn valuable skills in a real-world setting? If yo;Hourly: $3.00 - $10.00 ;https://www.upwork.com/freelance-jobs/apply/Virtual-Assistant-Project-Management-Intern-Entry-Level_~021834056654235110744
Web Scrapper ;I am looking for a web scrapper to scrape and analyze job postings and RFPs for certain keywords and monitor them over time or provide quarterly reports. ;Est. budget: $100.00;https://www.upwork.com/freelance-jobs/apply/Web-Scrapper_~021834006888682209825
Generate website traffic with software and proxy;I need someone who knows to generate website traffic with a software and proxy ! .. that traffic to click on my ads to increase CPC and RPM, Thank you. ;Hourly;https://www.upwork.com/freelance-jobs/apply/Generate-website-traffic-with-software-and-proxy_~021833991892546467528
Computer Vison Engineer;Job Title: Computer Vision Developer with OpenCV ExpertiseJob Type: Freelance/ContractLocation: RemoteExperience Level: Intermediate to AdvancedJob Overview:We are seeking a skilled Computer Vis;Est. budget: $5.00;https://www.upwork.com/freelance-jobs/apply/Computer-Vison-Engineer_~021833945612147883668
automation in HTML related task;I am developing a rewards redemption program, which is already more than half complete. The goal of the program is to speed up the automatic redemption process of reward codes. However, the biggest ch;Est. budget: $20.00;https://www.upwork.com/freelance-jobs/apply/automation-HTML-related-task_~021833929637602447957
Automation related task;I am developing a rewards redemption program, which is already more than half complete. The goal of the program is to speed up the automatic redemption process of reward codes. However, the biggest ch;Est. budget: $20.00;https://www.upwork.com/freelance-jobs/apply/Automation-related-task_~021833928331706103880
Data Scraping Expert | Python Developer;I am looking for data scraping code to pull the company from the Google sheet name and get the Google review rate and how many 1-star reviews they have.We need simple code to get these information  ;Hourly: $5.00 - $10.00 ;https://www.upwork.com/freelance-jobs/apply/Data-Scraping-Expert-span-class-highlight-Python-span-Developer_~021833916469333971128
automation in HTML related task;I am developing a rewards redemption program, which is already more than half complete. The goal of the program is to speed up the automatic redemption process of reward codes. However, the biggest ch;Est. budget: $20.00;https://www.upwork.com/freelance-jobs/apply/automation-HTML-related-task_~021833879690933041224
Python Developer with Airflow Expertise for Remote Work (US EST Hours);We are seeking an experienced Python developer with strong expertise in Airflow for a long-term project. The ideal candidate should be able to collaborate remotely via Zoom, working in US EST hours, a;Hourly: $3.00 - $10.00 ;https://www.upwork.com/freelance-jobs/apply/span-class-highlight-Python-span-Developer-with-Airflow-Expertise-for-Remote-Work-EST-Hours_~021833871136291930657
Fix Python scraper or develop new one;"hi :) i have a scraper for the ""New pairs"" from the website Dexscreener that sends messages on Telegram, it stopped working suddenly snd the dev cant fix it so I want someone to fix it or develop a ne";Est. budget: $75.00;https://www.upwork.com/freelance-jobs/apply/Fix-span-class-highlight-Python-span-scraper-develop-new-one_~021833859347061585767
Junior Front-End Developer (React) - From Scratch Project;We are looking for a junior front-end developer to join the creation of a new project using React. Your main task will be to build and implement a design system and integrate business needs as defined;Hourly: $12.00 - $30.00 ;https://www.upwork.com/freelance-jobs/apply/Junior-Front-End-Developer-React-From-Scratch-Project_~021833848692770088800
